Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
09/22/2021,402,7,24,80,87,93,62,37,25,9,9,0,195,206,1,77,13,118,137,32,25,0,1,0,1,0,0,4,1,0,3,4,0,3,0,2,2,0,0,1,3,0,4,5,4,3,4,0,13,11,0,4,0,13,6,0,1
05/01/2021,352,4,56,63,71,67,58,41,36,11,5,0,184,168,0,71,18,156,74,3,30,0,0,0,0,0,0,1,3,0,1,3,0,2,0,2,0,0,0,4,8,8,11,9,10,4,2,0,33,23,0,11,0,35,8,1,1
12/22/2020,1338,17,83,178,301,250,195,163,151,64,36,0,694,641,3,520,58,234,321,68,137,0,0,0,1,2,2,8,4,0,7,10,0,2,3,8,4,0,0,0,4,7,7,11,16,21,17,0,42,41,0,25,1,39,14,4,0
05/25/2020,252,23,78,7,34,35,41,43,49,26,17,0,123,127,2,84,7,82,56,3,20,0,0,1,0,4,4,7,7,0,11,12,0,5,0,10,7,1,0,2,10,4,7,12,17,11,15,0,37,41,0,29,2,36,9,0,2
09/05/2021,320,4,30,76,70,62,45,43,14,4,6,0,170,150,0,75,13,85,91,22,34,0,0,0,0,1,1,1,1,0,2,2,0,0,0,2,2,0,0,1,3,3,4,10,4,3,2,0,17,13,0,6,1,15,5,3,0
12/23/2021,6723,16,137,960,1872,1576,981,685,406,152,89,2,3658,2973,92,930,222,1860,1776,615,1320,0,0,1,0,3,5,3,4,0,7,9,0,2,0,6,8,0,0,5,17,10,10,26,24,22,23,0,74,63,0,28,0,75,24,3,7
10/11/2020,301,4,30,22,94,59,43,37,30,9,7,0,126,174,1,96,7,59,114,11,14,0,0,0,0,1,1,0,2,0,0,4,0,2,0,1,1,0,0,0,2,3,7,4,6,4,4,0,13,17,0,9,1,7,10,1,2
07/17/2020,325,3,26,35,102,66,48,35,21,13,5,0,168,156,1,136,7,81,66,10,25,0,0,0,0,2,0,0,1,0,1,2,0,2,0,1,0,0,0,0,5,2,9,3,2,3,2,0,11,15,0,5,0,14,5,0,2
02/07/2021,212,8,38,23,48,46,30,31,14,13,7,0,111,99,2,60,11,45,70,13,13,0,0,0,0,1,1,4,2,0,3,5,0,1,1,4,2,0,0,1,6,4,3,7,5,7,5,0,20,18,0,9,1,16,10,1,1
01/26/2022,1086,21,49,310,221,187,129,89,72,38,40,0,574,505,7,258,54,184,345,53,192,0,0,0,1,2,4,5,9,0,11,10,0,3,0,10,7,1,0,1,3,4,3,5,8,6,19,0,25,24,0,11,3,13,21,0,1
04/21/2021,655,8,71,110,161,134,105,62,44,19,20,0,346,309,0,165,32,233,152,17,56,0,1,0,1,1,2,2,1,0,3,5,0,2,0,3,2,1,0,2,8,7,9,14,15,6,10,0,40,31,0,11,5,45,9,1,0
02/25/2021,282,8,21,33,69,60,53,19,26,17,5,0,134,148,0,99,14,46,87,12,24,0,0,0,0,0,1,5,2,0,2,6,0,4,0,1,3,0,0,0,2,2,1,5,4,6,1,0,9,12,0,5,4,9,3,0,0
12/31/2021,5238,20,208,1020,1133,941,801,609,404,211,118,1,2857,2318,63,1231,228,1151,1040,343,1245,0,0,0,1,3,4,7,5,0,5,15,0,2,1,11,6,0,0,11,25,24,18,29,30,37,33,1,116,92,0,31,7,113,42,4,11
08/02/2021,474,3,24,66,138,113,74,40,27,12,4,0,251,220,3,116,25,118,126,14,75,0,0,1,0,1,0,0,1,0,1,2,0,0,0,3,0,0,0,0,3,5,1,4,3,4,4,0,16,8,0,4,0,17,3,0,0
07/06/2020,283,5,31,23,80,66,41,35,21,11,6,0,150,129,4,93,10,80,54,6,40,0,0,0,0,1,2,0,2,0,4,1,0,1,0,2,2,0,0,1,3,3,5,6,5,5,3,0,17,14,0,6,1,16,6,0,2
09/10/2021,517,5,23,107,147,82,71,48,34,19,9,0,266,246,5,97,22,152,155,25,66,0,0,0,0,2,1,1,1,0,2,3,0,1,1,2,1,0,0,0,5,1,3,3,4,2,5,0,11,12,0,4,0,12,5,0,2
03/25/2021,674,3,33,75,243,160,81,58,35,17,5,0,309,365,0,158,24,131,267,25,69,0,0,0,1,0,1,0,1,0,1,2,0,1,0,1,1,0,0,1,2,5,6,6,7,5,1,0,12,21,0,8,0,16,7,2,0
02/24/2021,338,4,32,38,79,65,54,48,29,12,13,0,160,173,5,92,8,88,97,11,42,0,0,0,0,0,1,1,2,0,2,2,0,2,0,1,1,0,0,1,3,1,7,6,5,5,4,0,16,16,0,8,2,16,5,1,0
05/05/2020,1090,58,156,53,206,206,217,206,125,50,27,0,564,525,1,599,18,191,129,39,114,0,1,1,1,0,10,17,28,0,27,31,0,17,5,21,14,0,1,1,12,14,18,37,34,23,17,0,74,82,0,62,7,57,24,6,0
07/06/2021,75,2,7,22,17,13,6,8,6,2,1,0,45,30,0,16,2,18,20,4,15,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,2,0,1,2,0,5,2,0,2,2,2,1,0,0
03/27/2021,412,4,33,61,108,94,56,46,34,9,4,0,201,211,0,98,22,82,163,16,31,0,0,0,1,1,1,0,1,0,2,2,0,0,0,3,1,0,0,0,4,1,8,5,7,4,4,0,16,17,0,11,1,13,8,0,0
12/24/2021,3693,16,179,619,898,769,574,439,231,102,61,0,1985,1658,50,520,120,1195,858,376,624,0,0,0,0,0,6,2,8,0,7,9,0,3,3,6,4,0,0,14,19,11,20,27,34,26,28,0,88,91,0,23,2,109,34,3,8
11/10/2020,3354,14,140,397,817,689,546,437,287,126,55,0,1720,1626,8,1395,106,572,831,128,322,0,0,0,1,0,1,7,5,0,10,4,0,3,0,8,3,0,0,0,4,12,15,24,32,32,21,0,61,79,0,47,2,52,30,7,2
11/22/2021,788,3,46,193,151,156,113,78,54,22,20,1,400,379,9,140,22,188,229,58,151,0,0,0,0,0,2,1,0,0,2,1,0,1,0,2,0,0,0,0,2,7,3,7,12,9,6,0,22,24,0,7,0,18,15,2,4
11/18/2021,635,9,38,164,121,145,90,56,31,16,12,0,323,308,4,96,21,130,205,51,132,0,0,1,0,2,2,0,4,0,3,6,0,1,0,5,3,0,0,0,2,6,4,5,4,8,9,0,19,19,0,7,3,18,8,2,0
10/29/2021,370,2,18,80,65,72,67,37,29,14,6,0,183,186,1,73,24,74,107,51,41,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,2,3,5,5,1,0,7,11,0,5,0,8,3,2,0
05/23/2021,95,6,26,15,24,18,12,8,6,4,8,0,52,43,0,17,1,58,9,2,8,0,0,1,1,1,0,0,3,0,1,5,0,1,1,3,1,0,0,0,3,2,4,4,3,4,6,0,15,11,0,3,0,19,2,2,0
01/04/2022,9623,30,277,2588,1898,1706,1159,1078,682,319,178,15,5269,4258,96,2233,418,2036,2035,612,2289,0,0,0,2,3,5,8,12,0,18,12,0,6,0,16,8,0,0,13,31,25,22,47,46,41,52,0,166,111,0,62,3,129,57,10,16
01/17/2021,393,15,52,40,74,75,61,68,31,26,18,0,195,198,0,94,11,87,142,23,36,0,0,0,0,0,1,7,7,0,5,10,0,5,1,6,3,0,0,1,5,3,4,9,8,12,10,0,23,29,0,10,3,24,15,0,0
01/08/2021,1205,18,49,159,328,215,167,152,109,48,27,0,613,591,1,442,45,254,320,42,102,0,0,1,2,1,4,6,4,0,10,8,0,4,3,7,3,0,1,2,0,3,7,13,11,5,8,0,25,24,0,14,2,22,10,1,0
04/30/2020,1274,40,168,57,230,221,230,189,150,95,102,0,628,644,2,635,24,269,175,40,131,0,0,3,0,4,8,11,14,0,17,23,0,13,1,18,8,0,0,1,11,16,12,34,40,24,30,0,76,92,0,64,8,57,31,6,2
03/28/2020,248,4,131,2,27,54,36,44,38,28,19,0,138,110,0,37,7,140,44,11,9,0,0,0,0,2,0,1,1,0,1,3,0,1,0,2,1,0,0,1,5,10,18,33,21,22,21,0,69,62,0,22,2,85,16,6,0
01/20/2021,788,12,57,107,212,155,117,91,59,31,16,0,398,390,0,259,36,167,216,35,75,0,0,1,0,1,4,4,2,0,8,4,0,2,1,6,3,0,0,0,4,7,10,9,11,7,9,0,27,30,0,13,0,25,17,0,2
09/07/2020,72,1,17,4,19,17,5,10,11,3,3,0,39,33,0,23,0,23,19,3,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,6,1,1,5,1,1,0,11,6,0,8,0,5,3,0,1
10/10/2020,441,5,31,40,114,107,67,59,35,9,10,0,229,212,0,169,10,57,142,17,46,0,0,0,0,1,2,1,1,0,3,2,0,0,1,2,2,0,0,0,3,1,4,5,2,8,8,0,14,17,0,8,0,10,12,1,0
02/01/2021,608,9,41,79,150,114,95,89,43,22,16,0,318,289,1,233,19,108,168,27,53,0,0,0,0,1,5,0,3,0,7,2,0,3,0,4,2,0,0,1,2,3,3,6,11,9,6,0,21,20,0,12,0,17,8,3,1
02/27/2021,177,7,17,31,39,32,21,24,14,9,7,0,100,77,0,57,13,43,43,8,13,0,0,0,0,1,1,1,4,0,3,4,0,2,0,2,3,0,0,0,0,0,0,4,5,4,4,0,7,10,0,2,0,10,5,0,0
10/10/2021,173,6,26,31,38,32,22,21,15,9,5,0,98,74,1,37,14,37,59,11,15,0,0,0,2,1,1,2,0,0,3,3,0,2,0,1,3,0,0,0,2,5,3,6,5,3,2,0,15,11,0,7,0,12,4,1,2
05/23/2020,328,30,91,31,63,58,54,54,35,19,14,0,178,150,0,146,9,85,37,11,40,0,1,1,1,2,4,9,12,0,16,14,0,10,0,9,11,0,0,3,8,7,14,12,22,9,16,0,37,54,0,35,3,38,8,3,4
08/08/2021,273,2,30,42,77,56,39,23,15,15,6,0,146,126,1,54,8,77,76,22,36,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2,2,8,2,4,2,7,3,0,15,15,0,9,1,17,3,0,0
04/17/2020,776,43,148,16,129,126,142,144,118,49,52,0,387,387,2,323,28,215,129,36,45,0,0,1,2,5,7,13,15,0,14,29,0,11,2,19,11,0,0,3,6,12,18,33,30,27,19,0,66,82,0,56,7,57,19,7,2
07/16/2020,297,2,28,27,88,67,43,31,22,10,9,0,156,140,1,106,5,84,63,9,30,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,8,2,5,4,3,4,2,0,14,14,0,9,1,13,4,0,1
04/13/2021,677,4,51,81,199,141,112,89,30,13,12,0,368,306,3,172,26,229,167,16,67,0,0,0,0,1,0,1,2,0,0,4,0,0,0,3,1,0,0,0,7,8,5,14,6,6,5,0,28,23,0,5,4,35,6,1,0
10/02/2021,238,4,23,52,40,48,31,37,19,8,3,0,123,114,1,29,10,74,72,25,28,0,0,0,0,0,1,1,2,0,2,2,0,0,0,3,1,0,0,0,4,4,1,5,4,5,0,0,12,11,0,5,0,12,6,0,0
01/30/2022,362,10,,91,68,59,53,23,31,23,14,0,201,156,5,71,25,51,132,23,60,0,0,1,1,0,1,3,4,0,4,6,0,2,0,3,4,0,1,,,,,,,,,,,,,,,,,,
10/01/2020,364,4,26,50,123,69,41,49,15,15,2,0,177,186,1,162,6,33,110,19,34,0,0,0,0,2,1,1,0,0,1,3,0,2,1,1,0,0,0,1,3,4,2,3,7,4,2,0,14,12,0,11,2,8,1,1,3
10/05/2021,384,3,22,97,83,80,50,32,21,13,8,0,193,190,1,70,16,103,125,23,47,0,0,0,0,0,1,1,1,0,1,2,0,1,0,1,1,0,0,1,2,4,3,2,4,4,2,0,11,11,0,6,1,7,4,4,0
10/24/2021,204,4,8,49,41,54,23,16,12,6,3,0,109,93,2,44,10,37,72,19,22,0,0,0,0,1,3,0,0,0,2,2,0,0,1,2,1,0,0,0,1,0,1,2,0,2,2,0,3,5,0,1,0,5,2,0,0
11/08/2020,1105,11,109,123,269,236,177,142,87,44,27,0,553,551,1,368,32,192,358,56,99,0,1,0,0,1,3,3,3,0,0,11,0,6,0,4,1,0,0,6,9,3,14,23,17,23,14,0,57,52,0,44,4,41,17,3,0
04/10/2021,558,8,50,88,151,112,91,65,28,15,8,0,281,276,1,158,29,160,149,15,47,0,0,0,1,0,4,1,2,0,5,3,0,3,0,4,1,0,0,1,5,3,10,11,6,8,6,0,20,30,0,11,1,33,4,0,1
10/22/2021,304,5,16,65,51,79,35,37,21,10,6,0,153,149,2,63,11,62,100,26,42,0,0,0,0,2,0,2,1,0,3,2,0,2,0,1,2,0,0,1,1,4,0,4,2,3,1,0,9,7,0,4,0,7,2,3,0
05/27/2020,615,26,65,70,125,101,116,83,66,32,22,0,318,288,9,335,13,123,56,19,69,0,0,2,1,1,7,7,8,0,10,16,0,10,1,10,5,0,0,0,4,6,11,12,12,12,8,0,29,36,0,25,1,20,16,2,1
07/08/2021,76,0,5,13,30,16,5,6,3,3,0,0,43,33,0,16,1,22,22,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,3,2,0,1,0,4,0,0,0
01/08/2022,3317,29,166,617,644,622,547,384,286,147,69,1,1764,1537,16,849,198,505,793,236,736,0,0,0,3,2,7,6,11,0,16,13,0,3,0,18,7,0,1,5,9,14,13,28,41,19,37,0,92,74,0,30,7,77,39,3,10
11/14/2020,1400,16,104,168,321,277,239,172,126,76,21,0,713,686,1,442,56,246,421,61,174,0,0,0,2,1,5,6,2,0,7,9,0,6,0,7,3,0,0,3,4,6,14,20,17,28,12,0,48,56,0,34,2,34,27,6,1
07/10/2021,49,0,7,7,12,16,8,2,1,3,0,0,24,25,0,8,2,12,20,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,5,2,0,2,0,3,1,0,1
12/16/2021,3805,9,130,683,1223,893,525,264,140,52,25,0,2061,1715,29,440,130,1075,1068,320,772,0,0,0,0,2,1,3,3,0,3,6,0,0,0,5,4,0,0,10,11,16,14,22,29,15,13,0,66,64,0,21,3,70,27,4,5
08/05/2021,479,2,31,76,149,130,56,34,21,8,5,0,233,243,3,92,17,107,167,17,79,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,1,3,6,2,5,6,3,5,0,16,15,0,4,2,17,5,1,2
04/08/2021,860,6,64,146,243,191,124,86,52,11,7,0,457,401,2,251,35,234,246,27,67,0,0,0,2,0,0,2,2,0,3,3,0,1,0,3,1,0,1,2,2,7,6,20,18,6,3,0,30,34,0,13,2,37,8,1,3
11/21/2020,1263,18,99,160,294,248,194,161,115,60,31,0,640,622,1,445,53,220,343,59,143,0,0,0,0,3,4,4,7,0,8,10,0,6,2,7,3,0,0,3,6,12,16,9,16,17,20,0,42,57,0,28,3,40,23,3,2
05/21/2020,800,34,109,75,174,138,119,122,78,51,43,0,417,373,10,426,28,167,68,24,87,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,9,11,16,17,23,21,11,0,54,55,0,47,8,41,8,4,1
05/17/2020,326,41,97,17,53,58,37,65,44,22,30,0,158,167,1,156,6,88,33,15,28,0,0,1,1,3,14,9,13,0,16,25,0,18,2,13,7,1,0,0,3,5,11,22,26,17,13,0,45,52,0,39,3,29,17,3,6
01/23/2021,588,9,55,71,120,135,86,80,53,30,13,0,304,284,0,215,30,113,152,28,50,0,0,0,0,1,2,2,4,0,2,7,0,2,1,4,2,0,0,0,3,6,2,2,13,19,10,0,30,25,0,17,2,26,7,2,1
07/23/2021,244,3,18,42,61,67,29,19,14,8,4,0,134,110,0,50,6,71,76,7,34,0,0,0,0,0,2,1,0,0,1,2,0,0,0,3,0,0,0,0,5,2,3,4,0,3,1,0,9,9,0,5,0,8,3,1,1
08/28/2021,361,3,27,79,92,63,51,32,25,11,8,0,186,173,2,78,10,118,86,15,54,0,0,0,0,0,1,0,2,0,1,2,0,0,0,1,2,0,0,1,3,3,3,5,5,4,3,0,13,14,0,5,0,16,6,0,0
04/26/2021,651,6,58,120,154,143,95,92,31,10,6,0,353,297,1,175,21,267,97,23,68,0,0,0,0,0,2,1,3,0,4,2,0,2,0,1,3,0,0,1,4,10,11,9,13,3,7,0,37,21,0,12,1,35,9,0,1
04/19/2020,459,35,158,7,66,60,66,75,75,50,60,0,206,253,0,155,22,177,59,19,27,0,0,0,3,7,7,5,13,0,11,24,0,13,2,13,5,2,0,1,13,7,16,37,30,30,24,0,69,89,0,58,6,65,22,7,0
10/01/2021,387,3,31,80,95,85,46,35,26,15,5,0,201,179,7,68,27,100,111,34,47,0,0,0,0,1,0,2,0,0,3,0,0,2,0,1,0,0,0,0,4,5,1,7,5,5,4,0,18,13,0,4,1,16,8,0,2
01/10/2022,4813,25,203,989,935,784,684,623,459,215,124,0,2536,2248,29,1143,231,856,1161,309,1113,0,0,0,2,1,5,9,8,0,11,14,0,4,0,10,11,0,0,5,17,21,13,32,42,29,44,0,112,91,0,52,6,97,40,2,6
05/04/2020,1122,48,127,57,218,224,244,177,109,53,40,0,564,557,1,614,31,206,120,34,117,0,1,0,0,4,10,15,18,0,23,25,0,17,2,20,9,0,0,1,10,8,14,16,26,31,21,0,56,71,0,44,9,48,16,9,1
12/17/2020,1348,24,90,169,327,255,197,183,123,50,43,1,708,636,4,598,52,232,266,54,146,0,0,1,1,3,6,2,11,0,9,15,0,9,0,8,7,0,0,1,5,10,5,13,23,13,19,1,43,46,1,28,4,37,15,2,4
09/14/2021,494,5,33,135,109,99,59,49,26,12,5,0,250,243,1,92,23,123,126,53,77,0,1,1,0,1,0,1,1,0,2,3,0,2,0,2,1,0,0,0,0,4,7,2,6,9,5,0,19,14,0,6,1,19,6,1,0
11/23/2020,2377,19,126,274,544,492,360,351,202,99,55,0,1260,1113,4,964,74,449,510,98,282,0,0,1,1,2,2,5,8,0,11,8,0,8,0,7,4,0,0,3,7,7,13,18,29,19,30,0,64,62,0,39,5,55,22,3,2
10/24/2020,885,5,62,109,224,197,140,105,59,38,13,0,470,415,0,362,23,129,265,33,73,0,0,0,0,0,0,2,3,0,2,3,0,0,0,2,3,0,0,2,9,8,6,6,10,15,6,0,33,29,0,22,2,26,9,2,1
09/03/2020,341,3,25,36,103,60,51,49,23,13,6,0,181,159,1,152,7,61,95,6,20,0,0,0,0,1,0,0,2,0,1,2,0,3,0,0,0,0,0,0,4,4,2,5,5,4,1,0,12,13,0,10,1,7,5,2,0
06/12/2021,46,5,9,5,13,13,3,7,1,2,2,0,18,28,0,10,1,14,11,1,9,0,0,0,0,1,1,2,1,0,5,0,0,2,1,0,2,0,0,0,0,2,3,1,0,1,2,0,4,5,0,4,0,4,1,0,0
